,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383
удовольствие,0.026173603,0.037918232,-0.025902959,0.025854172,-0.08268767,-0.019163156,0.16596274,0.027660225,0.01205862,-0.0135636665,0.051451217,0.046581596,0.032638326,0.07318613,-0.075560994,0.0026014855,0.031241212,0.015357177,-0.037713114,-0.0024132365,-0.0048225312,-0.04346691,0.088756144,0.041018162,0.011311071,-0.005598968,0.06041544,-0.035542186,0.04686005,0.04395812,0.042438354,-0.041215062,0.06471998,-0.047185116,0.01574912,-0.0054038363,0.046219308,-0.039068937,0.03435406,0.024384253,-0.09388061,-0.13368843,-0.06677061,0.101442926,-0.0052996334,0.07646443,-0.04209823,0.04061058,0.025355278,-0.000100100886,0.004040816,-0.026451578,-0.016912123,0.005764579,0.025473395,-0.06319688,0.026431404,0.04242728,-0.08144871,-0.03185708,0.0018902671,-0.018245434,-0.002644697,-0.0264953,-0.025277466,0.000117205986,0.03695639,0.046585284,0.005171889,0.05432701,0.09431313,0.033639107,-0.04278996,-0.009184725,-0.09750421,-0.08483524,-0.011579314,0.0022969288,-0.018232897,-0.015418069,0.027979802,-0.03049639,-0.046272773,0.011910945,-0.03435076,-0.00371715,0.025286354,0.030933417,0.06926447,0.08754629,-0.015059744,0.033771664,0.013414288,-0.04439009,-0.06482064,-0.06996219,-0.017890267,-0.008439618,-0.0069278087,-0.0042527495,-0.043098383,0.038613252,0.05467037,0.0797852,-0.139059,-0.013865671,-0.038730357,-0.051026892,0.024525383,-0.06420279,-0.06240085,-0.027365731,-0.016519353,-0.0062699844,0.00078668684,-0.013735442,0.078552544,-0.027407683,-0.019930277,-0.03579836,0.08750374,0.056482144,0.0047956384,0.0588218,-0.017765244,-0.035330772,0.04146957,3.219741e-33,0.031197755,-0.0075965365,-0.07062816,0.07829287,-0.13486996,0.06771336,-0.032396294,-0.046911433,-0.06824451,0.039225504,0.00891543,-0.036165413,0.008855959,-0.0014753754,0.11215547,0.11424959,0.012008641,0.048054688,0.039897222,0.09933668,-0.0062499167,0.11207864,-0.0328815,0.013372147,0.031123556,-0.01869568,-0.014813834,0.009671595,0.023526786,0.004881308,0.028880078,-0.005207558,-0.097981706,0.012617125,-0.025382591,-0.01719892,0.039905805,0.04042737,0.018324882,-0.007091044,0.058743555,-0.11030869,0.05594587,0.0037129424,0.1095084,0.0108418,-0.008589853,0.025180161,0.04959136,0.014430814,-0.059170455,-0.026818732,0.025127525,0.017497774,-0.002553759,0.023184413,0.014319584,0.039192114,-0.034625415,-0.03443525,-0.022356594,-0.026382972,-0.05301274,-0.00922406,0.0025396056,-0.0719583,0.0035937035,-0.020070197,-0.0024105522,0.06707343,-0.07325325,0.0074842335,0.00017739189,0.06039412,-0.11201017,-0.024285104,-0.06463217,-0.018416602,-0.06563979,0.0011288603,-0.16883843,0.045809466,-0.02500956,-0.028302368,0.112123296,0.15220086,0.029474203,-0.061161954,-0.024685366,0.044800185,-0.11697659,-0.026941152,-0.0036728762,0.0008028802,-0.0067153745,-5.3439968e-33,-0.009338726,-0.065652564,-0.037753753,0.07362899,-0.011736044,0.01100124,-0.06559066,0.073356844,0.007531095,0.050727885,0.025158329,-0.08053279,-0.026924023,0.09925144,-0.055264708,0.039740376,0.093377575,-0.06628263,-0.10898193,-0.054814074,-0.11598557,0.031919867,0.030712165,0.057467002,-0.025894335,-0.010016231,0.11585428,0.019842096,-0.08041906,0.014051979,0.0042851917,-0.009229204,-0.019127721,0.11344383,0.033687618,0.05270111,0.054951556,-0.06788888,-0.08569693,0.0447717,-0.05714183,0.04117076,0.038138274,0.08829631,-0.033075973,-0.03634855,-0.16023083,-0.008050202,-0.008391935,-0.06568487,0.023428483,0.030708205,-0.0069976575,-0.032410633,0.041995715,-0.08366707,-0.010507524,-0.010693534,0.019934192,-0.014755992,0.06734265,0.0033490092,0.061940037,-0.01205638,-0.022032803,-0.015355163,0.025861097,0.0839009,0.04044785,0.025065867,0.0751844,-0.053110607,-0.021395398,0.06130253,-0.06923912,0.0009682758,-0.05085318,0.059991144,0.048021067,-0.011234921,0.015670856,-0.030507496,-0.032558247,-0.011325283,-0.03111155,-0.07511007,-0.018574022,0.05608637,0.052849278,-0.07489123,-0.007170407,0.08357819,0.0011447922,-0.027130652,-0.022449885,-2.241407e-08,-0.054280605,-0.019765997,0.026197523,0.012729072,0.0047358577,-0.07581302,0.005313922,-0.02887205,-0.039009377,0.0101175,-0.045984574,0.023372874,-0.048033267,0.045246117,-0.019063042,-0.07256011,-0.046187166,0.0760326,0.009662121,-0.025940023,0.07545879,-0.01616607,-0.062775925,-0.11781842,-0.038874496,-0.014406442,0.023476694,-0.08789945,0.023032127,-0.05815156,0.047560263,0.04449111,-0.008661896,0.0073455595,-0.061339416,0.035488352,0.042021066,0.04593158,-0.027284693,-0.055649627,-0.04322511,-0.023993134,0.059689723,-0.0017868357,-0.025237443,-0.058995854,0.0034884952,-0.011773517,-0.000564371,0.0068369266,-0.03641542,0.027877843,0.037655164,0.054942545,-0.021249073,0.07742409,0.048162956,-0.010788431,-0.029331109,-0.007624277,-0.016468236,0.04672354,-0.01572889,-0.015421562
интерес,0.0058649783,0.035545066,-0.048719186,0.04916234,-0.0899503,0.03978763,0.12544669,0.09875918,0.08750535,-0.02538688,0.00044477047,0.025421752,0.004067128,0.063812114,-0.067761414,-0.07872279,0.0026583094,0.007819492,0.0035369818,-0.005438308,-0.07170781,-0.036026355,0.12673496,0.052824304,-0.06219161,0.012215901,0.0023109936,0.03558671,0.08207302,-0.010066414,0.03051646,-0.026889713,0.07127986,-0.010974807,0.054851227,0.0541164,0.014125601,-0.045696765,-0.019976895,0.066558525,-0.0195189,-0.07240703,-0.042614415,0.03900994,0.029150484,0.046469726,-0.05892916,0.045673635,0.014206394,-0.0038721412,-0.024752583,-0.005925682,0.00052049506,0.019549863,0.044051662,-0.084444545,0.017365476,0.005676395,-0.075410515,-0.016964655,0.08215812,-0.009465669,-0.07023557,-0.004531844,-0.09124889,0.02105395,0.06836831,0.09623253,-0.002740211,0.037299383,0.023795,-0.00371212,-0.106608145,0.04585107,-0.036606908,-0.076292895,0.011915115,-0.04263103,-0.0824591,-0.030042794,0.07322479,-0.05362339,-0.08488214,-0.035836607,-0.06407652,-0.029988581,-0.030406896,0.0031803928,0.029222993,0.031088714,-0.013255185,0.014661301,0.089180194,-0.07464157,-0.0026791466,-0.019647215,0.035421934,-0.07065113,0.03959827,0.05615594,-0.007991118,0.014094092,-0.011925388,0.03787185,-0.14928539,-0.0029037201,-0.050715655,-0.046458784,0.05048727,0.021253146,-0.08269926,-0.05470521,0.0049371365,-0.03411131,-0.01751643,0.017340694,0.021949148,-0.020844465,0.016087081,0.0016565457,0.0020183772,0.009555068,-0.0059836796,0.018154288,-0.01041111,-0.016453765,0.013826938,-3.437064e-34,0.011691648,-0.008374079,-0.0014195689,-0.0013473567,-0.097368464,0.035519067,-0.009069119,-0.03211606,-0.02553574,-0.03322083,-0.03275854,0.011945691,0.004257092,-0.037607122,0.08130195,0.10385982,0.034969687,0.026938448,-0.0017223475,0.09893394,0.002822702,0.07982409,-0.01121182,0.041812446,0.07433299,-0.04078008,0.033888508,0.04061448,0.003726513,-0.040216397,0.0048885453,0.014600307,-0.023571527,-0.007597385,-0.006922798,-0.045518313,0.0044551906,0.037612684,0.067899294,0.03910885,0.0609569,-0.105278865,0.016824542,0.009929966,0.08707708,0.042800233,0.041221138,0.04258539,-0.014480304,-0.0023547278,-0.015102939,0.0050986223,-0.05776758,0.043184485,0.01620202,0.01721044,-0.03780741,-0.017094627,0.0013520579,-0.048406992,0.07179056,-0.057207674,0.033515736,-0.041452534,0.015721798,-0.06748871,-0.017435988,0.07206661,0.05233191,0.049237404,-0.09690337,-0.022480011,0.05084351,0.07378305,-0.013010174,0.042779107,-0.13019046,0.031124806,-0.044143476,0.05767447,-0.0877831,0.10141721,0.048517596,0.046778567,0.033867963,0.05455285,0.020247763,-0.10133077,0.020113941,0.014185505,-0.117205836,-0.03860472,-0.00089037296,-0.00955185,-0.007568867,-1.748569e-33,0.053067993,-0.06475068,-0.09694613,0.082551025,0.0048357625,0.0031780994,-0.004682725,0.099491924,-0.024523368,0.051857837,0.09689002,-0.11814124,-0.021726789,-0.039941557,-0.0077509,-0.0012551696,0.056051195,0.023054704,-0.074460834,-0.0068266504,-0.079444006,-0.0975725,-0.028452244,0.033671454,-0.039851375,-0.036184836,0.108900614,-0.057033587,-0.1020439,0.040543724,0.020222833,-0.058288895,-0.042493444,0.057052344,0.013140317,0.050418235,0.04100442,-0.07876509,-0.14826788,0.0072075548,0.06392309,-0.025045345,0.03584023,0.08589546,-0.020897465,0.008520833,-0.10470108,-0.01891103,0.027722128,-0.07947348,0.053556494,0.037729923,-0.029137611,-0.023173247,0.09331408,-0.09028816,-0.02423217,0.013127399,0.035018682,1.2034524e-05,0.029028997,-0.029199045,-0.007795116,0.0015292842,0.02923173,-0.032013502,0.0311267,0.021000126,0.11858024,-0.024621498,0.09164108,-0.055397466,0.039516628,0.02046527,-0.07992231,-0.017466402,-0.06905613,0.051271204,0.05736578,-0.013755544,-0.008178109,-0.05856717,-0.09126471,0.0046294606,-0.02045667,0.029055338,0.023359898,-0.01226634,-0.003753898,-0.007995023,0.0522852,0.050745357,0.019999549,0.0033353753,-0.0717027,-1.6242621e-08,0.0072328313,-0.09014203,0.0057444684,0.0059527257,-0.016044362,-0.051937807,0.01946117,0.021346705,-0.14665626,0.015023153,-0.027175792,-0.015245512,-0.023081997,0.0011075721,0.015859067,-4.40287e-05,-0.020938529,0.12400355,0.019286294,-0.014078318,0.022496868,-0.0069883307,-0.06258138,-0.13831726,0.0008297562,0.026628695,0.0160797,0.0043243966,0.050499756,-0.044025943,0.09793049,-0.046960335,-0.008921655,-0.008514745,-0.024099058,-0.018294102,0.031550914,0.0061733294,0.01676974,-0.1214852,0.020555457,0.06767851,0.007191454,0.02438321,-0.06071815,-0.01995712,-0.014596383,0.024540871,-0.017820267,-0.012825876,-0.02046908,0.06968557,0.02777931,0.06317212,0.016641013,0.018871108,0.08190077,-0.043197207,-0.037455104,0.040578254,0.048341334,-0.05362944,0.044541895,0.014680155
удовлетворение,-0.014961763,0.028453445,-0.044034798,0.0077043497,-0.11920745,0.031894565,0.15569502,0.060121946,-0.01598085,-0.012629323,0.01297932,0.05722166,0.016400151,0.08658865,-0.06771402,-0.032677032,0.0017384927,0.0003870364,-0.026543682,0.043477394,-0.008959893,-0.024645783,0.14588206,0.043652717,-0.044972364,0.00854188,0.06722064,0.0028395748,0.08282072,0.04856883,0.07119715,-0.054893807,0.089136764,-0.020445164,0.036260482,-0.02753937,0.017540205,-0.02088438,0.009917995,0.052934833,-0.0731019,-0.09085751,-0.086212635,0.08933558,-0.012651605,0.077139474,-0.03661399,0.034003917,0.022297723,0.019457333,-0.003567899,-0.012752796,-0.017161358,-0.0088710915,0.038793124,-0.08675411,0.015918361,-0.02352198,-0.09012318,-0.025679128,0.023775162,-0.022937404,-0.007147422,-0.032035124,-0.03809651,0.007338144,0.05010189,0.027081363,0.04075977,0.04970384,0.062860556,0.03448962,-0.05356764,-0.026739392,-0.11494726,-0.0743804,0.0077367052,-0.009270138,-0.03750506,-0.03173749,0.047221407,-0.019065302,-0.10310946,0.0028223083,-0.028700514,-0.042777613,0.014236871,0.02255858,0.033704314,0.07957167,-0.0062500043,0.047055278,0.023917312,-0.052104395,-0.07342213,-0.037941817,0.018059561,-0.026999868,-0.008687236,0.009144951,-0.053174794,0.023907397,0.03282204,0.07531806,-0.15723991,-0.027895186,-0.030917466,-0.05185388,0.03508191,-0.04501443,-0.06449167,-0.038535565,-0.030210147,0.007441709,-0.011975386,0.010351211,0.055442143,-0.03281073,-0.035581496,-0.0025538024,0.03281395,0.02376013,0.025060426,0.046200264,0.00094884733,-0.050094385,0.011848358,6.7397083e-34,0.044160802,-0.025928386,-0.04886529,0.049635928,-0.13622126,0.07975278,-0.018162122,-0.005562956,-0.021513334,0.0042476873,0.025177201,-0.034459405,0.021345694,-0.0056874533,0.0749693,0.10846281,-0.030205125,0.0094900355,0.019548701,0.10196756,0.049857337,0.08913168,-0.026168935,0.046385285,0.026689164,-0.040784024,-0.02111699,0.051385853,0.016967824,-0.026539633,0.025801614,-0.008767252,-0.058751304,0.00949096,0.005106128,-0.07363312,0.010699344,0.062789716,0.043637544,0.01707597,0.051438775,-0.1316831,0.060320355,-0.011625209,0.112380356,0.024113147,0.02633085,0.020404244,-0.005754518,-0.0062930016,-0.014167547,-0.021774344,-0.04076654,0.03014769,-0.011261265,0.009766021,0.0017544093,0.05051577,-0.053359862,-0.06448894,0.026177872,-0.041009583,-0.038290944,-0.0015880819,-0.0083797015,-0.07105204,0.006710106,0.008745439,0.029564943,0.036723983,-0.068283275,-0.013351507,-0.006189716,0.057857502,-0.075173244,0.003188968,-0.105717525,0.017678922,-0.054789037,0.015306537,-0.15399677,0.07585262,-0.025960887,-0.003313417,0.1014911,0.11064308,0.028836194,-0.07931857,-0.020274948,0.01311672,-0.095542565,-0.040560294,-0.0013879607,-0.0040397355,0.014164648,-3.8485443e-33,-0.01657456,-0.064239,-0.036616735,0.11694408,-0.0008058343,0.01877986,-0.028188162,0.09428593,-0.0030389528,0.036739662,0.057139438,-0.08789195,0.019272052,0.071410574,-0.015525995,0.032583747,0.05062755,-0.03493151,-0.11610044,-0.051814128,-0.060467385,-0.019438783,0.012973519,0.051773395,-0.021646349,-0.026870947,0.13665144,0.025914574,-0.055281598,0.034770045,-0.014022252,-0.004565688,-0.02897925,0.109561175,0.033474557,0.045027114,0.06714819,-0.093740284,-0.10332415,0.046223167,-0.022674896,0.019394329,0.040181182,0.09300536,-0.023682034,-0.03366877,-0.13002262,-0.027922915,0.018891202,-0.059616476,0.02740826,0.010973913,-0.0048122085,-0.04612444,0.04342658,-0.06820241,-0.0015320395,-0.019730898,0.044041444,0.009870276,0.06446881,-0.0067962687,0.059199926,0.011514814,-0.049442213,-0.031014197,0.033720575,0.09273279,0.06177958,-0.031653468,0.06669633,-0.056220368,0.03233693,0.09148955,-0.06640882,0.011968278,-0.080164835,0.059984222,0.04983441,0.0032163733,-0.018408142,-0.060698945,-0.06061737,0.003422274,-0.03367525,-0.04132366,0.001795832,-0.00792338,0.029795894,-0.07037775,0.002733362,0.07227044,-0.014292552,-0.047503382,-0.064352624,-2.1421581e-08,-0.045028776,-0.07750539,0.07986278,0.01167839,0.04357156,-0.061424542,0.0071788905,-0.038808595,-0.090890124,0.011757377,0.013937733,0.021666301,-0.07074648,0.014870228,-0.0490325,-0.065767646,-0.028838387,0.07470143,-0.007851637,-0.039809924,0.034149405,-0.037700262,-0.06324194,-0.1257387,-0.012154573,0.0015173578,0.016805043,-0.050077368,0.026263945,-0.078959465,0.083642386,-0.00357838,0.03869931,0.0025317734,-0.065452464,0.046922855,0.058786616,0.026390532,0.00076166046,-0.08245823,-0.0047810054,0.016676707,0.04137368,0.025892751,-0.007697567,-0.022805499,-0.041591376,0.01069849,-0.017014675,0.010232497,0.0112441685,0.063399404,0.027683742,0.039985888,-0.019665666,0.07628716,0.03088779,-0.020628307,-0.04921152,0.008328629,-0.02251924,0.040448993,-0.019890295,-0.009755291
признание,-0.021111129,0.022839092,-0.037339583,-0.0036360133,-0.12312415,0.064396545,0.21795562,0.03847465,0.013418255,-0.052965447,0.028475206,0.015481348,0.0054924986,0.037500333,-0.050866216,-0.041169923,0.010872154,-0.028943373,0.013215863,0.0134767415,-0.027821299,-0.008892671,0.12693848,0.049711328,-0.10338172,0.040588096,-0.016375184,0.031900376,0.04867846,-0.02091782,0.06471439,-0.014240966,0.016270764,-0.005463136,0.014293268,0.005725965,-0.047625184,-0.04073909,-0.023113322,0.083529875,-0.03902733,-0.042867318,-0.048389602,0.040065963,-0.01116952,0.035649695,-0.027394392,0.053547658,0.028806394,-0.025762899,-0.054656856,-0.011785666,-0.058286227,-0.030192941,0.042241096,-0.060583167,0.035569422,-0.053651728,-0.09789448,-0.05180661,0.07392129,0.02374835,-0.023696726,-0.028958682,-0.020789674,-0.027032388,0.03032744,-0.004659765,0.010005654,0.0436837,-0.024345826,0.049018502,-0.08134898,-0.043438446,-0.10452796,-0.07854346,0.023582973,-0.018721009,-0.040328074,-0.030740578,0.050388608,-0.051486775,-0.07087294,0.0038839886,-0.020345952,-0.051074065,0.02098038,0.059903648,0.0515947,0.028456794,-0.027995476,0.08299116,0.009363985,0.077189654,-0.10483931,0.032864302,-0.0055985227,-0.06661891,-0.011362955,0.063821465,-0.02697192,-0.001137952,0.10704948,0.0006509976,-0.09312879,-0.03936891,-0.05307118,-0.012084723,0.023327552,-0.011708129,-0.0632674,-0.02734652,-0.0070454273,-0.004384075,0.0013691991,0.025858441,0.00388763,-0.030675698,-0.016474245,-0.013948495,0.016007148,0.062241793,-0.017257161,0.047346786,-0.022320662,-0.028288204,0.0013339925,1.2082388e-33,0.0062673637,-0.0005695007,0.067846276,0.022749307,-0.10851676,0.009440286,-0.05474144,-0.004971628,0.023512935,0.025468167,0.004725897,0.04309314,0.0027484256,0.024817757,0.039667577,0.04718147,0.04311524,0.022673357,-0.013679965,0.064012505,0.030793305,0.06641054,-0.029189004,0.030949762,0.030400738,-0.024173353,0.02192124,0.07443481,-0.030454015,-0.02330247,0.00330675,-0.0025193573,0.0081848055,-0.009564892,0.003202967,-0.06503532,0.013724862,0.063631386,0.040734097,0.07344922,0.0031100346,-0.16626346,-0.030666472,0.0008230277,0.06352106,0.008978294,0.018987814,0.024535334,-0.05296221,0.0018859819,-0.016881146,-0.01366354,-0.04766639,0.1060538,-0.018084299,0.0023312627,-0.005299195,0.032160267,-0.048375007,-0.11511285,0.08185727,-0.083529115,-0.009600949,-0.051094726,-0.03763271,-0.0763647,0.07994857,0.0352682,0.020678384,0.039641093,-0.098051615,-0.012008302,0.04392313,0.024358783,0.039021596,0.006151311,-0.14474855,0.009273827,-0.043097265,0.07697986,-0.15966964,0.029255176,0.018502135,0.010842371,0.02038757,0.07854324,0.05753393,-0.014792619,0.05320516,0.054839328,-0.13520452,-0.03758321,0.014668994,-0.029039286,0.026341202,-4.1385817e-33,-0.0068350434,-0.041451864,-0.048718344,0.07526798,0.0678116,0.02005335,-0.0062799724,0.0907339,-0.016240994,0.040663246,0.009663215,-0.10120933,0.027001973,-0.025242599,0.011307336,0.04955026,0.049243875,0.03519265,-0.1312483,0.0106672365,-0.06676227,-0.023115665,-0.052346867,0.015652444,-0.062442742,-0.032003924,0.14281158,-0.060897592,-0.122868195,-0.003686939,-0.025090579,-0.044751883,-0.008576571,0.09893879,0.0051007294,0.02969352,0.042614486,-0.0652971,-0.07916946,0.074526295,0.0032918425,-0.0012732322,0.06848514,0.08058619,-0.00712577,-0.02413764,-0.071424775,-0.080618106,-0.0025676084,0.042831235,0.035956834,0.032307755,0.014090111,-0.036268152,0.042691376,-0.036855664,-0.044607256,-0.037529647,0.04896325,0.045313478,0.05298366,0.0058879987,0.009908211,0.037192974,0.0013486999,-0.071326114,-0.026236042,0.09780291,0.1014013,-0.005600473,0.07387704,0.010741808,-0.02839024,0.11512592,-0.05302488,0.05140914,-0.091965474,0.0929216,0.023092963,0.016961738,0.015532372,-0.08149054,-0.04316269,-0.025903048,-0.023395563,-0.050637204,-0.005713526,-0.024753839,0.030654019,-0.05949083,0.037959125,0.053561255,-0.035026778,-0.03772591,-0.05481068,-1.9960956e-08,-0.037196714,-0.05534023,0.011261443,0.0005392091,0.015161919,-0.05350923,0.02382885,0.032129224,-0.057134748,-0.0054099653,0.06379299,-0.019887347,0.0037486919,0.07048299,-0.06613075,0.010405894,-0.02526839,0.018131834,0.044912834,-0.008217131,0.008978057,-0.025032716,-0.031181816,-0.06752035,-0.016787544,0.021863647,-0.035102017,0.0136203645,-0.0073128454,-0.060875174,0.11774071,-0.010116979,-0.052983355,-0.01000139,-0.01668628,0.025944144,0.09734618,0.011394164,0.0424876,-0.011477101,0.053049438,-0.00882296,0.071150735,-0.006260316,-0.02915185,0.0075446493,-0.02446566,-0.022991702,0.0053802347,0.030520331,-0.0086267525,0.13176623,-0.0016348934,0.021729825,-0.04284835,0.060673106,0.029276475,0.019155,-0.10679797,0.00082101766,-0.0055606137,-0.0022903692,0.022968028,-0.079635754
возможность,0.0027002823,0.0965205,0.004012883,-0.0037041039,-0.048580702,0.023773171,0.17678443,0.08660619,-0.02591594,-0.077367015,-0.013352183,0.057307426,0.0341912,0.041906543,-0.0195754,-0.015785128,0.091540515,0.027806059,-0.028652363,0.009558344,-0.06583811,-0.011016143,0.06894907,0.016909305,0.006177594,0.023761319,-0.008756844,-0.023613255,0.12712687,0.018165225,-0.0016467003,0.06189178,-0.049608022,0.023013093,-0.017025791,-0.0071596447,-0.005585536,-0.046826966,-0.004649392,0.045105483,-0.04586653,-0.053708397,-0.10702657,-0.0048664976,-0.07130484,0.04509303,-0.08800593,0.060530312,0.0072438517,0.01044199,-0.06537862,-0.06979752,-0.056482453,-0.008091639,0.057808615,-0.083227254,-0.011138266,-0.008351447,-0.13646755,-0.030914243,0.0299912,0.012919251,-0.050496425,-0.011172863,-0.037751295,-0.03375667,0.027427778,0.07492337,-0.032742467,0.114801176,0.035964724,0.038414903,-0.06799172,-0.044713184,-0.030628223,-0.09914417,0.010626825,0.0064843707,-0.022979181,-0.08187716,-0.051714685,-0.048412126,-0.031050904,-0.069223575,-0.013415819,0.0024186557,0.026092889,0.070892856,0.021396862,0.06127205,-0.1147981,0.016180053,-0.022893004,-0.007348275,-0.06822212,-0.03536923,-0.003849418,0.028789649,0.029745203,0.040326998,-0.019884406,0.096040174,0.12726288,-0.0057642334,-0.051160797,0.015157329,-0.045243714,-0.038711555,0.040263716,0.00023091085,-0.094665624,-0.04557837,0.009718446,-0.041660577,-0.04508314,0.049385253,0.030781846,-0.098404095,-0.028521912,-0.046397895,0.09555204,0.047222797,-0.012503397,0.0951805,-0.024612738,-0.0052827327,0.0676378,3.1270394e-33,0.031432353,0.049653336,0.038007945,0.023350434,-0.14726482,-0.0002606129,-0.05625468,-0.0091967285,-0.0432213,0.078515805,0.01579191,0.058697004,-0.008810074,-0.05063329,0.07347201,0.008873958,0.022602156,0.048720483,0.043319717,0.11355827,-0.029597541,0.02696756,-0.07418855,0.066256806,-0.074748494,-0.0240327,0.039233055,0.053763848,-0.048996203,0.012953164,-0.018029302,-0.021413548,-0.11156654,0.011391998,-0.03344591,-0.047020383,0.053193554,0.033015523,0.018455055,0.041946273,0.050782084,-0.13086225,-0.035850864,-0.05057096,0.09599826,-0.007891054,0.043013174,-0.011146954,0.016718615,0.04898005,0.0060815024,-0.040424243,0.04529675,0.061100826,0.04797819,0.022044899,-0.019211717,-0.016729118,-0.051837426,-0.035273574,-0.01635786,-0.07778521,-0.055045187,0.033957858,0.018146547,-0.08305824,0.019810406,-0.0124624,-0.027176747,0.043422468,-0.04698203,-0.029909631,-0.038445096,0.09589922,0.011161502,-0.0387112,-0.005352988,0.01173172,-0.02673483,0.010173216,0.014844571,0.070210904,0.014261344,-0.02016923,-0.024113057,0.040554065,0.10021356,-0.08087767,-0.07592727,0.051334772,-0.11684923,-0.00492463,0.029532563,0.02340482,0.0052262605,-5.9205742e-33,-0.010546329,-0.01728004,-0.059903737,0.09084076,0.00796041,0.028354675,-0.003924365,0.05481537,-0.04374659,-0.032753803,-0.0046989126,-0.11270708,0.024393504,0.007848672,-0.02875419,-0.016719937,0.088881224,-0.008227859,-0.103307486,0.0020023265,-0.030395633,-0.009920916,0.025127552,0.016288834,-0.09549085,-0.01758521,0.09359542,-0.05130207,-0.10949525,0.10802955,0.013137744,-0.008542436,-0.03452886,0.08189844,0.019012267,0.008697357,0.055508442,0.00210582,-0.103238404,-0.017046334,-0.034010205,-0.021141669,0.0069193034,0.064919665,0.031796277,0.0023802996,-0.09462063,-0.05197347,-0.013285353,-0.007613472,0.050797716,0.076187074,-0.034758072,-0.045457352,0.03701978,-0.018983835,-0.0045523634,-0.028564624,0.029111965,0.019738315,0.078162424,0.0067191566,0.024279926,-0.031053482,-0.038079772,-0.047902964,-0.012539645,0.07360673,0.07401082,0.050124396,0.056985877,0.03319469,0.00058443996,0.06410056,-0.04179922,0.030463237,-0.025746407,0.056781057,0.0011947802,0.011339531,0.006975067,-0.051794667,0.0049449718,-0.065649636,-0.06282776,-0.049681254,-0.020325348,0.036929835,0.0012272071,-0.11749093,-0.018025534,0.057345834,-0.053522058,0.028056175,-0.017257327,-2.3705015e-08,0.0023864591,-0.040416367,0.009045712,-0.023990994,-0.06699444,-0.07087156,0.010676015,-0.004371971,-0.06955182,0.038662564,-0.0018150066,0.02871101,-0.030315178,0.090903565,-0.045157928,-0.053563874,0.017352842,-0.01876817,0.010641731,0.012239911,0.0038720286,-0.007098681,-0.025444094,-0.14412338,0.005286866,0.013557009,0.025716139,0.04603069,0.038732562,-0.041278765,0.0747634,0.055265024,-0.028651275,-0.0019400647,-0.049233783,-0.032776833,0.0914749,0.102556884,0.03877095,-0.060757395,0.064258136,0.02945469,0.035450708,0.027645368,-0.03462317,-0.0028069864,0.045288444,0.008403036,0.017948762,-0.013154941,-0.030799521,0.06809821,-0.020182123,-0.012718973,0.009638912,0.07246981,0.019286333,-0.032287713,-0.06727218,-0.04241964,-0.018439358,0.07017493,-0.008628627,0.016010458
